Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
22.04.2024 07:10,29,0.139,11.4
22.04.2024 07:00,29,0.139,11.4
22.04.2024 06:50,29,0.139,11.4
22.04.2024 06:40,29,0.139,11.4
22.04.2024 06:30,29,0.139,11.4
22.04.2024 06:20,29,0.139,11.4
22.04.2024 06:10,29,0.139,11.5
22.04.2024 06:00,29,0.139,11.5
22.04.2024 05:00,29,0.139,11.6
22.04.2024 04:00,29,0.139,11.6
22.04.2024 03:00,29,0.139,11.7
22.04.2024 02:00,29,0.139,11.8
22.04.2024 01:00,29,0.139,11.9
22.04.2024 00:00,29,0.139,12
21.04.2024 23:00,29,0.139,12.1
21.04.2024 22:00,29,0.139,12.2
21.04.2024 21:00,29,0.139,12.3
21.04.2024 20:00,29,0.139,12.3
21.04.2024 19:00,29,0.139,12.4
21.04.2024 18:00,29,0.139,12.4
21.04.2024 17:00,28,0.122,12.4
21.04.2024 16:00,28,0.122,12.3
21.04.2024 15:00,28,0.122,12.1
21.04.2024 14:00,29,0.139,12
21.04.2024 13:00,29,0.139,11.8
21.04.2024 12:00,29,0.139,11.7
21.04.2024 11:00,28,0.122,11.5
21.04.2024 10:00,28,0.122,11.4
21.04.2024 09:00,29,0.139,11.4
21.04.2024 08:00,29,0.139,11.4
21.04.2024 07:00,29,0.139,11.5
