Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
16.05.2024 07:00,27,0.107,17.6
16.05.2024 06:50,27,0.107,17.7
16.05.2024 06:40,27,0.107,17.7
16.05.2024 06:30,27,0.107,17.7
16.05.2024 06:20,28,0.122,17.7
16.05.2024 06:10,27,0.107,17.7
16.05.2024 06:00,28,0.122,17.7
16.05.2024 05:00,27,0.107,17.8
16.05.2024 04:00,28,0.122,17.8
16.05.2024 03:00,28,0.122,17.9
16.05.2024 02:00,28,0.122,17.9
16.05.2024 01:00,27,0.107,18
16.05.2024 00:00,27,0.107,18
15.05.2024 23:00,27,0.107,18.1
15.05.2024 22:00,27,0.107,18.2
15.05.2024 21:00,27,0.107,18.3
15.05.2024 20:00,27,0.107,18.4
15.05.2024 19:00,27,0.107,18.4
15.05.2024 18:00,28,0.122,18.4
15.05.2024 17:00,27,0.107,18.3
15.05.2024 16:00,28,0.122,18.1
15.05.2024 15:00,27,0.107,17.9
15.05.2024 14:00,28,0.122,17.7
15.05.2024 13:00,27,0.107,17.4
15.05.2024 12:00,27,0.107,17.1
15.05.2024 11:00,27,0.107,16.8
15.05.2024 10:00,27,0.107,16.6
15.05.2024 09:00,27,0.107,16.4
15.05.2024 08:00,27,0.107,16.3
15.05.2024 07:00,28,0.122,16.2
