Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
28.04.2024 07:00,26,0.0941,13.2
28.04.2024 06:50,26,0.0941,13.3
28.04.2024 06:40,26,0.0941,13.3
28.04.2024 06:30,26,0.0941,13.3
28.04.2024 06:20,26,0.0941,13.3
28.04.2024 06:10,26,0.0941,13.3
28.04.2024 06:00,26,0.0941,13.3
28.04.2024 05:00,26,0.0941,13.4
28.04.2024 04:00,26,0.0941,13.5
28.04.2024 03:00,26,0.0941,13.6
28.04.2024 02:00,26,0.0941,13.7
28.04.2024 01:00,26,0.0941,13.9
28.04.2024 00:00,26,0.0941,14
27.04.2024 23:00,26,0.0941,14
27.04.2024 22:00,26,0.0941,14.1
27.04.2024 21:00,26,0.0941,14.2
27.04.2024 20:00,26,0.0941,14.2
27.04.2024 19:00,26,0.0941,14.2
27.04.2024 18:00,26,0.0941,14.1
27.04.2024 17:00,26,0.0941,14
27.04.2024 16:00,26,0.0941,13.8
27.04.2024 15:00,26,0.0941,13.5
27.04.2024 14:00,26,0.0941,13.2
27.04.2024 13:00,26,0.0941,13
27.04.2024 12:00,26,0.0941,12.7
27.04.2024 11:00,26,0.0941,12.5
27.04.2024 10:00,26,0.0941,12.4
27.04.2024 09:00,26,0.0941,12.3
27.04.2024 08:00,26,0.0941,12.4
27.04.2024 07:00,26,0.0941,12.4
