Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
08.06.2024 07:00,25,0.0822,19.2
08.06.2024 06:50,25,0.0822,19.2
08.06.2024 06:40,25,0.0822,19.2
08.06.2024 06:30,25,0.0822,19.2
08.06.2024 06:20,25,0.0822,19.2
08.06.2024 06:10,25,0.0822,19.2
08.06.2024 06:00,25,0.0822,19.2
08.06.2024 05:00,25,0.0822,19.1
08.06.2024 04:00,25,0.0822,19.1
08.06.2024 03:00,25,0.0822,18.9
08.06.2024 02:00,25,0.0822,18.7
08.06.2024 01:00,25,0.0822,18.5
08.06.2024 00:00,25,0.0822,18.3
07.06.2024 23:00,26,0.0941,18.4
07.06.2024 22:00,44,0.647,18.5
07.06.2024 21:00,44,0.647,18.7
07.06.2024 20:00,44,0.647,18.9
07.06.2024 19:00,44,0.647,19.2
07.06.2024 18:00,44,0.647,19.6
07.06.2024 17:00,44,0.647,20.1
07.06.2024 16:00,44,0.647,20.4
07.06.2024 15:00,25,0.0822,20.4
07.06.2024 14:00,25,0.0822,20.5
07.06.2024 13:00,25,0.0822,20.4
07.06.2024 12:00,25,0.0822,20.3
07.06.2024 11:00,25,0.0822,20.2
07.06.2024 10:00,25,0.0822,20.2
07.06.2024 09:00,26,0.0941,20.2
07.06.2024 08:00,27,0.107,20.2
07.06.2024 07:00,29,0.139,20.3
