Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
18.02.2024 06:00,56,1.41,7.4
18.02.2024 05:50,57,1.48,7.3
18.02.2024 05:40,56,1.41,7.3
18.02.2024 05:30,56,1.41,7.3
18.02.2024 05:20,56,1.41,7.3
18.02.2024 05:10,57,1.48,7.3
18.02.2024 05:00,56,1.41,7.3
18.02.2024 04:00,57,1.48,7.3
18.02.2024 03:00,57,1.48,7.3
18.02.2024 02:00,59,1.62,7.3
18.02.2024 01:00,57,1.48,7.3
18.02.2024 00:00,58,1.55,7.2
17.02.2024 23:00,58,1.55,7.2
17.02.2024 22:00,58,1.55,7.1
17.02.2024 21:00,57,1.48,7.1
17.02.2024 20:00,58,1.55,7.1
17.02.2024 19:00,58,1.55,7
17.02.2024 18:00,58,1.55,7
17.02.2024 17:00,58,1.55,7.1
17.02.2024 16:00,57,1.48,7.2
17.02.2024 15:00,57,1.48,7.3
17.02.2024 14:00,56,1.41,7.4
17.02.2024 13:00,56,1.41,7.4
17.02.2024 12:00,56,1.41,7.5
17.02.2024 11:00,55,1.34,7.5
17.02.2024 10:00,55,1.34,7.5
17.02.2024 09:00,54,1.27,7.5
17.02.2024 08:00,54,1.27,7.5
17.02.2024 07:00,54,1.27,7.5
17.02.2024 06:00,53,1.2,7.5
