Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
25.08.2024 07:00,36,0.301,23.6
25.08.2024 06:50,35,0.273,23.6
25.08.2024 06:40,35,0.273,23.6
25.08.2024 06:30,35,0.273,23.6
25.08.2024 06:20,35,0.273,23.6
25.08.2024 06:10,35,0.273,23.6
25.08.2024 06:00,35,0.273,23.6
25.08.2024 05:00,35,0.273,23.7
25.08.2024 04:00,36,0.301,23.8
25.08.2024 03:00,36,0.301,23.9
25.08.2024 02:00,36,0.301,24
25.08.2024 01:00,36,0.301,24.1
25.08.2024 00:00,36,0.301,24.1
24.08.2024 23:00,36,0.301,24.3
24.08.2024 22:00,36,0.301,24.6
24.08.2024 21:00,36,0.301,24.8
24.08.2024 20:00,36,0.301,25.1
24.08.2024 19:00,36,0.301,25.8
24.08.2024 18:00,35,0.273,25.8
24.08.2024 17:00,35,0.273,25.5
24.08.2024 16:00,36,0.301,25.3
24.08.2024 15:00,35,0.273,24.9
24.08.2024 14:00,35,0.273,24.7
24.08.2024 13:00,35,0.273,24.4
24.08.2024 12:00,36,0.301,24
24.08.2024 11:00,36,0.301,23.6
24.08.2024 10:00,36,0.301,23.1
24.08.2024 09:00,36,0.301,22.8
24.08.2024 08:00,36,0.301,22.6
24.08.2024 07:00,36,0.301,22.6
