Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
15.09.2024 07:00,148,10.2,14.9
15.09.2024 06:50,147,10.1,14.8
15.09.2024 06:40,146,9.96,14.9
15.09.2024 06:30,145,9.83,14.9
15.09.2024 06:20,146,9.96,14.9
15.09.2024 06:10,146,9.96,14.9
15.09.2024 06:00,146,9.96,14.8
15.09.2024 05:50,147,10.1,14.8
15.09.2024 05:30,147,10.1,14.9
15.09.2024 05:10,147,10.1,14.9
15.09.2024 05:00,150,10.5,14.9
15.09.2024 04:50,149,10.4,14.9
15.09.2024 04:10,147,10.1,15
15.09.2024 04:00,147,10.1,15
15.09.2024 03:50,148,10.2,15
15.09.2024 03:40,148,10.2,15
15.09.2024 03:10,147,10.1,15.1
15.09.2024 03:00,146,9.96,15.1
15.09.2024 02:50,147,10.1,15.1
15.09.2024 02:40,147,10.1,15.1
15.09.2024 02:20,148,10.2,15.1
15.09.2024 02:10,147,10.1,15.1
15.09.2024 02:00,146,9.96,15.1
15.09.2024 01:10,147,10.1,15.2
15.09.2024 01:00,146,9.96,15.3
15.09.2024 00:00,143,9.57,15.4
14.09.2024 23:50,148,10.2,15.4
14.09.2024 23:40,148,10.2,15.4
14.09.2024 23:00,144,9.7,15.6
14.09.2024 22:00,142,9.44,15.8
14.09.2024 21:00,141,9.31,16
14.09.2024 20:00,145,9.83,16.1
14.09.2024 19:00,137,8.8,16.2
14.09.2024 18:00,132,8.19,16.4
14.09.2024 17:00,121,6.92,16.5
14.09.2024 16:00,142,9.44,16.6
14.09.2024 15:00,137,8.8,16.8
14.09.2024 14:00,132,8.19,17.1
14.09.2024 13:00,138,8.92,17.3
14.09.2024 12:00,144,9.7,17.5
14.09.2024 11:20,147,10.1,17.7
14.09.2024 11:00,144,9.7,17.7
14.09.2024 10:00,138,8.92,17.9
14.09.2024 09:00,136,8.67,18
14.09.2024 08:00,134,8.43,18.2
14.09.2024 07:00,133,8.31,18.4
