Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
02.08.2024 07:10,25,0.0849,24.4
02.08.2024 07:00,25,0.0849,24.4
02.08.2024 06:50,25,0.0849,24.4
02.08.2024 06:40,25,0.0849,24.4
02.08.2024 06:30,25,0.0849,24.4
02.08.2024 06:20,25,0.0849,24.4
02.08.2024 06:10,25,0.0849,24.4
02.08.2024 06:00,25,0.0849,24.4
02.08.2024 05:00,25,0.0849,24.5
02.08.2024 04:00,25,0.0849,24.5
02.08.2024 03:00,25,0.0849,24.6
02.08.2024 02:00,25,0.0849,24.7
02.08.2024 01:00,25,0.0849,24.8
02.08.2024 00:00,25,0.0849,25
01.08.2024 23:00,25,0.0849,25.1
01.08.2024 22:00,25,0.0849,25.3
01.08.2024 21:00,25,0.0849,25.5
01.08.2024 20:00,25,0.0849,25.6
01.08.2024 19:00,25,0.0849,25.7
01.08.2024 18:00,25,0.0849,25.6
01.08.2024 17:00,25,0.0849,25.5
01.08.2024 16:00,25,0.0849,25.2
01.08.2024 15:00,26,0.0964,24.9
01.08.2024 14:00,25,0.0849,24.6
01.08.2024 13:00,26,0.0964,24.3
01.08.2024 12:00,26,0.0964,24
01.08.2024 11:00,26,0.0964,23.8
01.08.2024 10:00,26,0.0964,23.7
01.08.2024 09:00,26,0.0964,23.7
01.08.2024 08:00,26,0.0964,23.8
01.08.2024 07:00,26,0.0964,23.8
