Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
03.11.2024 06:00,78,2.97,12
03.11.2024 05:50,76,2.82,12
03.11.2024 05:40,62,1.84,12
03.11.2024 05:30,33,0.223,12
03.11.2024 05:20,33,0.223,12
03.11.2024 05:10,33,0.223,12
03.11.2024 05:00,33,0.223,12
03.11.2024 04:00,33,0.223,12
03.11.2024 03:00,33,0.223,12.1
03.11.2024 02:00,33,0.223,12.1
03.11.2024 01:00,33,0.223,12.1
03.11.2024 00:00,33,0.223,12.2
02.11.2024 23:00,33,0.223,12.2
02.11.2024 22:00,33,0.223,12.2
02.11.2024 21:00,33,0.223,12.2
02.11.2024 20:00,33,0.223,12.3
02.11.2024 19:00,33,0.223,12.3
02.11.2024 18:00,33,0.223,12.4
02.11.2024 17:00,34,0.247,12.4
02.11.2024 16:00,34,0.247,12.5
02.11.2024 15:00,34,0.247,12.5
02.11.2024 14:00,34,0.247,12.6
02.11.2024 13:00,33,0.223,12.6
02.11.2024 12:00,34,0.247,12.5
02.11.2024 11:00,34,0.247,12.5
02.11.2024 10:00,34,0.247,12.5
02.11.2024 09:00,34,0.247,12.5
02.11.2024 08:00,34,0.247,12.5
02.11.2024 07:00,34,0.247,12.5
02.11.2024 06:00,34,0.247,12.5
