Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
25.05.2024 07:00,26,0.0941,17.1
25.05.2024 06:50,26,0.0941,17.1
25.05.2024 06:40,26,0.0941,17.1
25.05.2024 06:30,26,0.0941,17.1
25.05.2024 06:20,26,0.0941,17
25.05.2024 06:10,26,0.0941,17
25.05.2024 06:00,26,0.0941,17
25.05.2024 05:00,26,0.0941,16.8
25.05.2024 04:00,26,0.0941,16.6
25.05.2024 03:00,26,0.0941,16.2
25.05.2024 02:00,26,0.0941,16
25.05.2024 01:00,26,0.0941,15.9
25.05.2024 00:00,40,0.452,16
24.05.2024 23:00,40,0.452,16.1
24.05.2024 22:00,40,0.452,16.3
24.05.2024 21:00,40,0.452,16.4
24.05.2024 20:00,40,0.452,16.6
24.05.2024 19:00,40,0.452,16.9
24.05.2024 18:00,40,0.452,17.3
24.05.2024 17:00,40,0.452,17.7
24.05.2024 16:00,40,0.452,18
24.05.2024 15:00,31,0.179,18
24.05.2024 14:00,26,0.0941,17.9
24.05.2024 13:00,26,0.0941,17.8
24.05.2024 12:00,26,0.0941,17.7
24.05.2024 11:00,26,0.0941,17.5
24.05.2024 10:00,26,0.0941,17.4
24.05.2024 09:00,26,0.0941,17.3
24.05.2024 08:00,26,0.0941,17.3
24.05.2024 07:00,26,0.0941,17.2
