Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
30.12.2024 06:10,34,0.247,3.4
30.12.2024 06:00,34,0.247,3.4
30.12.2024 05:50,34,0.247,3.4
30.12.2024 05:40,34,0.247,3.4
30.12.2024 05:30,35,0.273,3.4
30.12.2024 05:20,34,0.247,3.4
30.12.2024 05:10,34,0.247,3.4
30.12.2024 05:00,35,0.273,3.4
30.12.2024 04:00,35,0.273,3.3
30.12.2024 03:00,35,0.273,3.3
30.12.2024 02:00,35,0.273,3.4
30.12.2024 01:00,35,0.273,3.4
30.12.2024 00:00,35,0.273,3.4
29.12.2024 23:00,35,0.273,3.5
29.12.2024 22:00,35,0.273,3.4
29.12.2024 21:00,35,0.273,3.5
29.12.2024 20:00,35,0.273,3.5
29.12.2024 19:00,35,0.273,3.5
29.12.2024 18:00,35,0.273,3.4
29.12.2024 17:00,35,0.273,3.4
29.12.2024 16:00,35,0.273,3.5
29.12.2024 15:00,35,0.273,3.5
29.12.2024 14:00,35,0.273,3.5
29.12.2024 13:00,35,0.273,3.5
29.12.2024 12:00,35,0.273,3.5
29.12.2024 11:00,35,0.273,3.6
29.12.2024 10:00,35,0.273,3.5
29.12.2024 09:00,35,0.273,3.5
29.12.2024 08:00,35,0.273,3.5
29.12.2024 07:00,35,0.273,3.4
29.12.2024 06:00,35,0.273,3.4
