Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
26.09.2024 07:10,42,0.525,16.4
26.09.2024 07:00,42,0.525,16.4
26.09.2024 06:50,42,0.525,16.5
26.09.2024 06:40,41,0.478,16.5
26.09.2024 06:30,42,0.525,16.5
26.09.2024 06:20,42,0.525,16.5
26.09.2024 06:10,42,0.525,16.5
26.09.2024 06:00,42,0.525,16.5
26.09.2024 05:00,42,0.525,16.6
26.09.2024 04:00,42,0.525,16.7
26.09.2024 03:00,42,0.525,16.7
26.09.2024 02:00,42,0.525,16.7
26.09.2024 01:00,42,0.525,16.7
26.09.2024 00:00,42,0.525,16.7
25.09.2024 23:00,42,0.525,16.7
25.09.2024 22:00,42,0.525,16.8
25.09.2024 21:00,42,0.525,16.7
25.09.2024 20:00,42,0.525,16.7
25.09.2024 19:00,42,0.525,16.8
25.09.2024 18:00,42,0.525,16.7
25.09.2024 17:00,42,0.525,16.6
25.09.2024 16:00,42,0.525,16.4
25.09.2024 15:00,42,0.525,16.3
25.09.2024 14:00,43,0.576,16.4
25.09.2024 13:00,43,0.576,16.4
25.09.2024 12:00,44,0.632,16.5
25.09.2024 11:00,44,0.632,16.4
25.09.2024 10:00,44,0.632,16.3
25.09.2024 09:00,45,0.691,16.3
25.09.2024 08:00,43,0.576,16.3
25.09.2024 07:00,42,0.525,16.3
