Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
04.12.2024 06:10,40,0.435,5
04.12.2024 06:00,40,0.435,5
04.12.2024 05:50,40,0.435,5
04.12.2024 05:40,40,0.435,5
04.12.2024 05:30,40,0.435,5
04.12.2024 05:20,40,0.435,5
04.12.2024 05:10,40,0.435,5
04.12.2024 05:00,40,0.435,5
04.12.2024 04:00,40,0.435,5
04.12.2024 03:00,40,0.435,5
04.12.2024 02:00,40,0.435,5
04.12.2024 01:00,40,0.435,5
04.12.2024 00:00,40,0.435,5
03.12.2024 23:00,40,0.435,5
03.12.2024 22:00,41,0.478,5
03.12.2024 21:00,40,0.435,5
03.12.2024 20:00,40,0.435,5
03.12.2024 19:00,40,0.435,5.1
03.12.2024 18:00,40,0.435,5.1
03.12.2024 17:00,40,0.435,5.1
03.12.2024 16:00,39,0.396,5.1
03.12.2024 15:00,39,0.396,5.1
03.12.2024 14:00,38,0.362,5.1
03.12.2024 13:00,37,0.331,5.1
03.12.2024 12:00,36,0.301,5.1
03.12.2024 11:00,35,0.273,5.1
03.12.2024 10:00,35,0.273,5.1
03.12.2024 09:00,35,0.273,5
03.12.2024 08:00,34,0.247,5
03.12.2024 07:00,34,0.247,5
03.12.2024 06:00,33,0.223,5
