Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
01.06.2024 11:00,40,0.452,16.9
01.06.2024 10:50,40,0.452,16.9
01.06.2024 10:40,40,0.452,16.9
01.06.2024 10:30,40,0.452,16.9
01.06.2024 10:20,39,0.412,16.9
01.06.2024 10:10,40,0.452,16.9
01.06.2024 10:00,40,0.452,16.9
01.06.2024 09:00,40,0.452,16.9
01.06.2024 08:00,40,0.452,16.9
01.06.2024 07:00,40,0.452,17
01.06.2024 06:00,40,0.452,17
01.06.2024 05:00,40,0.452,17
01.06.2024 04:00,40,0.452,17.1
01.06.2024 03:00,40,0.452,17.2
01.06.2024 02:00,40,0.452,17.3
01.06.2024 01:00,40,0.452,17.4
01.06.2024 00:00,40,0.452,17.5
31.05.2024 23:00,40,0.452,17.7
31.05.2024 22:00,40,0.452,18
31.05.2024 21:00,40,0.452,18.3
31.05.2024 20:00,40,0.452,18.7
31.05.2024 19:00,40,0.452,18.9
31.05.2024 18:00,32,0.201,18.9
31.05.2024 17:00,26,0.0941,18.8
31.05.2024 16:00,26,0.0941,18.8
31.05.2024 15:00,26,0.0941,18.6
31.05.2024 14:00,26,0.0941,18.3
31.05.2024 13:00,26,0.0941,17.9
31.05.2024 12:00,26,0.0941,17.5
31.05.2024 11:00,26,0.0941,17.1
