Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
05.03.2025 06:10,23,0.0643,4
05.03.2025 06:00,23,0.0643,4
05.03.2025 05:50,23,0.0643,4
05.03.2025 05:40,23,0.0643,4
05.03.2025 05:30,23,0.0643,4
05.03.2025 05:20,23,0.0643,4
05.03.2025 05:10,23,0.0643,4
05.03.2025 05:00,23,0.0643,4
05.03.2025 04:00,23,0.0643,4.1
05.03.2025 03:00,23,0.0643,4.1
05.03.2025 02:00,23,0.0643,4.2
05.03.2025 01:00,23,0.0643,4.2
05.03.2025 00:00,23,0.0643,4.3
04.03.2025 23:00,23,0.0643,4.4
04.03.2025 22:00,23,0.0643,4.5
04.03.2025 21:00,23,0.0643,4.6
04.03.2025 20:00,23,0.0643,4.7
04.03.2025 19:00,23,0.0643,4.9
04.03.2025 18:00,23,0.0643,5
04.03.2025 17:00,23,0.0643,5.2
04.03.2025 16:00,23,0.0643,5.3
04.03.2025 15:00,23,0.0643,5.4
04.03.2025 14:00,23,0.0643,5.5
04.03.2025 13:00,23,0.0643,5.5
04.03.2025 12:00,23,0.0643,5.3
04.03.2025 11:00,23,0.0643,5
04.03.2025 10:00,23,0.0643,4.7
04.03.2025 09:00,23,0.0643,4.3
04.03.2025 08:00,23,0.0643,4
04.03.2025 07:00,23,0.0643,4.2
04.03.2025 06:00,23,0.0643,4.2
