Datum a čas,Stav [cm],Průtok [m3s-1],Teplota [°C]
20.09.2024 07:00,60,1.69,16
20.09.2024 06:50,58,1.55,16
20.09.2024 06:40,59,1.62,16
20.09.2024 06:30,59,1.62,16
20.09.2024 06:20,59,1.62,16
20.09.2024 06:10,59,1.62,16
20.09.2024 06:00,59,1.62,16
20.09.2024 05:00,60,1.69,16
20.09.2024 04:00,59,1.62,16.1
20.09.2024 03:00,60,1.69,16.1
20.09.2024 02:00,59,1.62,16.2
20.09.2024 01:00,60,1.69,16.2
20.09.2024 00:00,60,1.69,16.3
19.09.2024 23:00,60,1.69,16.5
19.09.2024 22:00,60,1.69,16.6
19.09.2024 21:00,60,1.69,16.7
19.09.2024 20:00,60,1.69,16.7
19.09.2024 19:00,61,1.77,16.8
19.09.2024 18:00,60,1.69,16.8
19.09.2024 17:00,59,1.62,16.8
19.09.2024 16:00,60,1.69,16.7
19.09.2024 15:00,59,1.62,16.6
19.09.2024 14:00,59,1.62,16.5
19.09.2024 13:00,58,1.55,16.4
19.09.2024 12:00,57,1.48,16.2
19.09.2024 11:00,57,1.48,15.9
19.09.2024 10:00,55,1.34,15.7
19.09.2024 09:00,55,1.34,15.7
19.09.2024 08:00,55,1.34,15.7
19.09.2024 07:00,57,1.48,15.7
